"Orders_Unique","Returns_Unique","Frequency","Total_Items_Purchased","Quantity_Basket","Total_Items_Returned","Types_Items_Purchased","Unique_Item_Per_Basket","Types_Items_Returned","Unique_Item_Per_Return","Sales_Revenue","Return_Refund","Monetory_Value","Average_Unit_Price_Purchase","Average_Unit_Refund_Return","Country","Is_Buying_Most_Popular","Recency","Recency_Quantile","Frequency_Quantile","Monetory_Value_Quantile","Y_Income"
0,3,3,0,0,-6,0,0,3,1,0,-14.6,0,0,2.43333333333333,"United Kingdom","0",109,0.79,0.65,0.11,2220.23
2,0,2,2700,1350,0,3,2,0,0,935,0,0,0.346296296296296,0,"United Kingdom","0",105,0.78,0.45,0.11,320
1,0,1,74,74,0,15,15,0,0,158.26,0,0,2.13864864864865,0,"United Kingdom","1",174,0.96,0.05,0.11,264.21
1,1,2,59,59,-1,9,9,1,1,171.15,-9.95,161.2,2.90084745762712,9.95,"United Kingdom","1",168,0.93,0.45,0.71,185.55
1,0,1,94,94,0,37,38,0,0,190.34,0,0,2.02489361702128,0,"United Kingdom","0",174,0.96,0.05,0.11,190.05
4,1,5,3198,799.5,-1,133,47.5,1,1,5802.81,-267.12,5535.69,1.81451219512195,267.12,"United Kingdom","0",0,0.02,0.83,0.98,6355.49
3,0,3,589,196.333333333333,0,9,3.33333333333333,0,0,717.23,0,0,1.21770797962649,0,"United Kingdom","0",57,0.55,0.65,0.11,-229.2
3,0,3,256,85.3333333333333,0,67,25.6666666666667,0,0,627.17,0,0,2.4498828125,0,"United Kingdom","0",71,0.63,0.65,0.11,389.51
5,0,5,650,130,0,117,26.2,0,0,1435.02,0,0,2.20772307692308,0,"United Kingdom","0",51,0.52,0.83,0.11,923.82
1,0,1,47,47,0,6,6,0,0,120.65,0,0,2.56702127659574,0,"United Kingdom","0",174,0.96,0.05,0.12,129.5
7,2,9,2307,329.571428571429,-2,125,26.4285714285714,2,1,2948.23,-15.3,2932.93,1.27794971824881,7.65,"United Kingdom","1",5,0.07,0.95,0.95,2107.07
6,0,6,640,106.666666666667,0,54,12.1666666666667,0,0,983.34,0,0,1.53646875,0,"United Kingdom","0",41,0.44,0.88,0.12,2369.62
4,1,5,728,182,-160,45,11.75,2,2,1602.7,-67.2,1535.5,2.20151098901099,0.42,"United Kingdom","1",18,0.25,0.83,0.9,1036.24
1,1,2,75,75,-6,15,15,3,3,307.25,-29.1,278.15,4.09666666666667,4.85,"United Kingdom","1",118,0.82,0.45,0.74,2984.91
5,1,6,657,131.4,-4,69,16.6,1,1,1513.07,-15,1498.07,2.30299847792998,3.75,"United Kingdom","1",53,0.52,0.88,0.9,1037.81
1,1,2,172,172,-8,16,16,1,1,365.8,-15.6,350.2,2.12674418604651,1.95,"United Kingdom","0",106,0.78,0.45,0.76,1490.83
1,0,1,60,60,0,5,5,0,0,63,0,0,1.05,0,"United Kingdom","0",173,0.95,0.05,0.12,-106.4
2,0,2,104,52,0,23,12,0,0,396.52,0,0,3.81269230769231,0,"United Kingdom","0",5,0.06,0.45,0.12,279.08
4,2,6,430,107.5,-10,31,10.25,3,1.5,739.02,-45.1,693.92,1.7186511627907,4.51,"United Kingdom","1",4,0.04,0.88,0.82,858.09
5,0,5,2112,422.4,0,12,5.4,0,0,3996.24,0,0,1.89215909090909,0,"United Kingdom","1",35,0.42,0.84,0.12,5069.52
11,5,16,3778,343.454545454545,-118,207,25.5454545454545,6,1.4,4363.07,-100.75,4262.32,1.15486236103759,0.853813559322034,"United Kingdom","1",15,0.23,0.99,0.97,3973.33
7,1,8,1934,276.285714285714,-14,104,18.1428571428571,1,1,3084.05,-5.46,3078.59,1.59464839710445,0.39,"Germany","0",12,0.17,0.93,0.96,2495.77
3,1,4,669,223,-5,61,22,3,3,1107.82,-27.15,1080.67,1.65593423019432,5.43,"France","0",54,0.53,0.76,0.87,1548.31
10,1,11,3818,381.8,-7,151,22.5,1,1,7355.82,-11.55,7344.27,1.92661602933473,1.65,"Germany","1",8,0.11,0.96,0.99,6267.8
9,3,12,2608,289.777777777778,-7,118,18.7777777777778,3,1,4417.57,-71.75,4345.82,1.69385352760736,10.25,"France","1",19,0.26,0.97,0.98,3875.27
16,2,18,1540,96.25,-10,30,4.4375,2,1,5159.54,-63.7,5095.84,3.35035064935065,6.37,"United Kingdom","1",4,0.04,0.99,0.98,2929.18
4,4,8,285,71.25,-10,34,10.25,4,1,715.64,-31.05,684.59,2.51101754385965,3.105,"France","0",4,0.03,0.93,0.82,454.76
9,1,10,5116,568.444444444444,-50,10,2,1,1,8783.84,-72.5,8711.34,1.71693510555121,1.45,"United Kingdom","0",14,0.22,0.95,1,18052
1,1,2,126,126,-8,16,16,2,2,285.58,-30,255.58,2.26650793650794,3.75,"United Kingdom","0",69,0.62,0.45,0.73,493.36
2,0,2,652,326,0,39,20.5,0,0,1719.48,0,0,2.63723926380368,0,"Denmark","1",35,0.41,0.45,0.12,2030.92
2,0,2,652,326,0,39,20.5,0,0,1719.48,0,0,2.63723926380368,0,"Austria","1",35,0.41,0.45,0.12,2030.92
1,0,1,64,64,0,2,2,0,0,163.2,0,0,2.55,0,"United Kingdom","1",173,0.95,0.05,0.12,163.2
3,3,6,140,46.6666666666667,-51,9,3.33333333333333,3,1,872.8,-473.3,399.5,6.23428571428571,9.28039215686274,"United Kingdom","0",12,0.19,0.88,0.77,307.2
2,0,2,341,170.5,0,25,15.5,0,0,1185.71,0,0,3.47715542521994,0,"United Kingdom","1",124,0.84,0.45,0.12,1171.97
2,0,2,205,102.5,0,42,22,0,0,442.41,0,0,2.15809756097561,0,"United Kingdom","0",65,0.6,0.45,0.12,221.24
1,0,1,60,60,0,5,5,0,0,112.6,0,0,1.87666666666667,0,"United Kingdom","0",173,0.95,0.05,0.12,153.16
2,0,2,356,178,0,99,57,0,0,622.92,0,0,1.74977528089888,0,"United Kingdom","0",47,0.48,0.45,0.12,413.7
1,2,3,48,48,-2,2,2,2,1,300,-9.2,290.8,6.25,4.6,"United Kingdom","0",77,0.67,0.65,0.74,389.48
8,1,9,3917,489.625,-6,108,24,1,1,6816.2,-29.7,6786.5,1.74015828440133,4.95,"United Kingdom","1",11,0.16,0.95,0.99,9143.24
15,3,18,2499,166.6,-44,95,12.7333333333333,6,2,3769.16,-87.8,3681.36,1.50826730692277,1.99545454545455,"United Kingdom","1",6,0.08,0.99,0.97,2654.93
1,1,2,126,126,-104,14,14,14,14,222.9,-238.2,-15.3,1.76904761904762,2.29038461538462,"United Kingdom","0",72,0.64,0.45,0.01,234.08
1,1,2,484,484,-23,30,30,5,5,439.8,-88.15,351.65,0.908677685950413,3.83260869565217,"United Kingdom","0",14,0.22,0.45,0.76,1368.07
5,0,5,356,71.2,0,55,12.2,0,0,735.61,0,0,2.0663202247191,0,"United Kingdom","1",12,0.18,0.84,0.12,1736.48
2,0,2,512,256,0,39,26,0,0,903.8,0,0,1.765234375,0,"United Kingdom","1",134,0.87,0.45,0.12,957.31
3,0,3,573,191,0,64,23,0,0,1624,0,0,2.83420593368237,0,"United Kingdom","0",8,0.12,0.65,0.12,682.52
1,0,1,24,24,0,5,5,0,0,103.7,0,0,4.32083333333333,0,"United Kingdom","0",173,0.95,0.05,0.12,111.38
2,0,2,22,11,0,11,5.5,0,0,21.31,0,0,0.968636363636364,0,"United Kingdom","0",77,0.67,0.45,0.12,15.25
3,2,5,354,118,-13,33,13,2,1,765,-27.03,737.97,2.16101694915254,2.07923076923077,"United Kingdom","1",23,0.32,0.84,0.83,1846.43
4,0,4,643,160.75,0,69,27.5,0,0,1061.67,0,0,1.65111975116641,0,"United Kingdom","0",54,0.54,0.76,0.12,1547.63
2,1,3,311,155.5,-9,26,14,2,2,786.73,-104.55,682.18,2.52967845659164,11.6166666666667,"United Kingdom","0",12,0.19,0.65,0.82,601.9
1,1,2,204,204,-12,17,17,2,2,375,-19.8,355.2,1.83823529411765,1.65,"Germany","0",20,0.28,0.46,0.76,248.51
1,1,2,196,196,-3,22,22,3,3,376.7,-16,360.7,1.9219387755102,5.33333333333333,"United Kingdom","1",141,0.89,0.46,0.76,739.77
1,0,1,16,16,0,4,4,0,0,60,0,0,3.75,0,"United Kingdom","0",173,0.95,0.05,0.13,183.36
3,2,5,662,220.666666666667,-12,29,15.6666666666667,1,1,1254.3,-81,1173.3,1.89471299093656,6.75,"United Kingdom","0",15,0.24,0.84,0.88,1543.3
2,0,2,115,57.5,0,60,31.5,0,0,287.64,0,0,2.50121739130435,0,"Spain","1",132,0.87,0.46,0.13,650.28
1,0,1,196,196,0,15,15,0,0,315,0,0,1.60714285714286,0,"United Kingdom","0",173,0.95,0.05,0.13,729.32
1,3,4,108,108,-9,13,13,2,1,356.84,-96.1,260.74,3.30407407407407,10.6777777777778,"United Kingdom","0",63,0.59,0.76,0.73,1284.4
1,0,1,78,78,0,1,1,0,0,230.1,0,0,2.95,0,"United Kingdom","0",173,0.95,0.05,0.13,1452.26
2,2,4,532,266,-4,42,25,3,1.5,814.83,-29.6,785.23,1.53163533834586,7.4,"United Kingdom","0",28,0.39,0.76,0.83,1425.03
2,1,3,186,93,-24,36,19.5,1,1,263.17,-10.08,253.09,1.41489247311828,0.42,"United Kingdom","0",173,0.96,0.65,0.73,219.03
3,0,3,613,204.333333333333,0,45,16.3333333333333,0,0,697.1,0,0,1.13719412724307,0,"United Kingdom","0",124,0.84,0.65,0.13,771.02
4,2,6,468,117,-8,67,18.5,5,2.5,1294.84,-41.4,1253.44,2.76675213675214,5.175,"United Kingdom","1",12,0.18,0.88,0.88,917.88
4,0,4,572,143,0,38,11.75,0,0,1421.95,0,0,2.48592657342657,0,"United Kingdom","0",67,0.61,0.76,0.13,2195.62
2,2,4,499,249.5,-5,57,32,4,2,1125.57,-25.75,1099.82,2.25565130260521,5.15,"United Kingdom","1",14,0.22,0.76,0.87,1409.07
1,2,3,276,276,-5,30,30,4,2,574.46,-21.75,552.71,2.0813768115942,4.35,"United Kingdom","1",19,0.26,0.65,0.79,1992.67
3,3,6,97,32.3333333333333,-14,38,15.6666666666667,2,1,377.89,-76.5,301.39,3.89577319587629,5.46428571428571,"United Kingdom","1",44,0.47,0.88,0.75,125.01
0,1,1,0,0,-6,0,0,3,3,0,-17.7,0,0,2.95,"United Kingdom","0",173,0.95,0.05,0.13,1023.2
1,0,1,117,117,0,23,23,0,0,383.07,0,0,3.27410256410256,0,"United Kingdom","1",173,0.95,0.05,0.13,511.34
4,4,8,559,139.75,-13,51,18.75,5,1.75,1389.69,-63.25,1326.44,2.48602862254025,4.86538461538461,"United Kingdom","0",7,0.1,0.93,0.89,16.9
3,0,3,167,55.6666666666667,0,68,29.6666666666667,0,0,531.11,0,0,3.1802994011976,0,"United Kingdom","1",42,0.45,0.65,0.13,397.65
9,2,11,849,94.3333333333333,-9,113,16.4444444444444,3,1.5,1402.58,-68.15,1334.43,1.65203769140165,7.57222222222222,"United Kingdom","1",22,0.32,0.96,0.89,2065.5
6,1,7,721,120.166666666667,-2,93,27.6666666666667,2,2,1202.03,-2.1,1199.93,1.6671705963939,1.05,"United Kingdom","1",26,0.36,0.91,0.88,1460.17
6,0,6,383,63.8333333333333,0,75,19,0,0,1185.7,0,0,3.09582245430809,0,"United Kingdom","0",89,0.71,0.88,0.13,2024.59
9,0,9,896,99.5555555555556,0,251,38.6666666666667,0,0,1763.63,0,0,1.96833705357143,0,"United Kingdom","1",9,0.13,0.95,0.13,948.44
6,0,6,841,140.166666666667,0,112,22.5,0,0,1503.18,0,0,1.78737217598098,0,"United Kingdom","1",26,0.35,0.88,0.13,7453.74
6,0,6,792,132,0,216,43,0,0,1365.26,0,0,1.72381313131313,0,"United Kingdom","0",14,0.22,0.88,0.13,1001.86
5,1,6,1413,282.6,-8,114,26.8,3,3,2503.78,-23.05,2480.73,1.77196036801132,2.88125,"United Kingdom","0",5,0.06,0.88,0.94,2931.14
3,1,4,389,129.666666666667,-1,22,7.66666666666667,1,1,493.84,-4.95,488.89,1.26951156812339,4.95,"United Kingdom","0",85,0.7,0.76,0.79,1712.16
2,0,2,112,56,0,11,7,0,0,334.2,0,0,2.98392857142857,0,"United Kingdom","0",81,0.68,0.46,0.13,506.88
4,0,4,957,239.25,0,140,38.5,0,0,1580.47,0,0,1.65148380355277,0,"United Kingdom","1",50,0.51,0.76,0.13,406.86
5,2,7,1319,263.8,-19,114,28,2,1,2875.14,-23.85,2851.29,2.17978771796816,1.25526315789474,"United Kingdom","0",26,0.36,0.91,0.95,2571.86
2,0,2,307,153.5,0,29,15,0,0,458.53,0,0,1.49358306188925,0,"United Kingdom","1",67,0.6,0.46,0.13,76.32
9,0,9,377,41.8888888888889,0,47,7.77777777777778,0,0,897.01,0,0,2.37933687002653,0,"United Kingdom","1",6,0.09,0.95,0.13,1067.29
6,1,7,4087,681.166666666667,-61,73,20.8333333333333,2,2,8230.09,-86,8144.09,2.01372400293614,1.40983606557377,"France","1",20,0.28,0.91,0.99,10649.32
2,0,2,161,80.5,0,45,28.5,0,0,307.14,0,0,1.90770186335404,0,"United Kingdom","0",60,0.56,0.46,0.13,744.65
6,2,8,3524,587.333333333333,-16,13,5.16666666666667,3,1.5,3557.48,-43.15,3514.33,1.00950056753689,2.696875,"United Kingdom","0",0,0.02,0.93,0.97,5053.91
1,0,1,34,34,0,26,26,0,0,111.8,0,0,3.28823529411765,0,"United Kingdom","0",172,0.94,0.06,0.13,35.4
8,2,10,445,55.625,-52,29,5.375,10,11,2191.2,-511.51,1679.69,4.92404494382022,9.83673076923077,"United Kingdom","0",22,0.31,0.96,0.91,1236.48
2,0,2,333,166.5,0,26,13,0,0,578.18,0,0,1.73627627627628,0,"United Kingdom","1",49,0.5,0.46,0.13,575.44
7,0,7,667,95.2857142857143,0,220,47.8571428571429,0,0,1239.55,0,0,1.85839580209895,0,"United Kingdom","1",42,0.45,0.91,0.13,163.56
6,0,6,884,147.333333333333,0,64,13.1666666666667,0,0,2489.5,0,0,2.81617647058824,0,"United Kingdom","1",40,0.43,0.88,0.14,960.74
3,1,4,696,232,-2,64,22.6666666666667,1,1,1099.94,-7.5,1092.44,1.58037356321839,3.75,"United Kingdom","1",27,0.38,0.76,0.87,480.97
6,1,7,461,76.8333333333333,-3,56,11.1666666666667,1,1,1147.73,-12.75,1134.98,2.48965292841649,4.25,"United Kingdom","1",27,0.38,0.91,0.87,1245.1
6,2,8,831,138.5,-121,134,26.3333333333333,14,7,1779.38,-201.36,1578.02,2.14125150421179,1.66413223140496,"United Kingdom","1",40,0.42,0.93,0.91,1746.6
7,2,9,1470,210,-3,14,3,1,1,3327.94,-6.3,3321.64,2.26390476190476,2.1,"United Kingdom","1",8,0.12,0.95,0.96,3532.87
4,1,5,1076,269,-5,48,18,1,1,1475.08,-14.75,1460.33,1.37089219330855,2.95,"United Kingdom","1",28,0.38,0.84,0.9,1228.15
1,0,1,131,131,0,14,14,0,0,311.95,0,0,2.38129770992366,0,"Portugal","0",172,0.94,0.06,0.14,-6.24
6,2,8,1184,197.333333333333,-337,50,16.5,23,15.5,2501.94,-1116.27,1385.67,2.113125,3.31237388724036,"United Kingdom","0",33,0.4,0.93,0.89,1521.78
1,0,1,56,56,0,7,7,0,0,106.4,0,0,1.9,0,"United Kingdom","0",172,0.94,0.06,0.14,202.64
7,3,10,2380,340,-18,109,23.8571428571429,6,2.66666666666667,4161.66,-127.53,4034.13,1.74859663865546,7.085,"United Kingdom","1",5,0.07,0.96,0.97,6124.41
5,0,5,695,139,0,152,37.4,0,0,1462.83,0,0,2.10479136690647,0,"United Kingdom","0",14,0.22,0.84,0.14,1724.72
3,2,5,1599,533,-9,90,40.6666666666667,6,3,3233.45,-44.15,3189.3,2.02217010631645,4.90555555555556,"United Kingdom","0",5,0.07,0.84,0.96,3877.01
6,0,6,2719,453.166666666667,0,52,11.6666666666667,0,0,4834.63,0,0,1.77809121000368,0,"United Kingdom","0",47,0.48,0.88,0.14,5630.22
3,1,4,1294,431.333333333333,-30,45,15.3333333333333,1,1,1455.12,-16.5,1438.62,1.12451313755796,0.55,"United Kingdom","0",41,0.43,0.76,0.9,747.58
2,0,2,118,59,0,37,19.5,0,0,318.85,0,0,2.7021186440678,0,"United Kingdom","0",123,0.84,0.46,0.14,1158.81
1,0,1,44,44,0,18,18,0,0,102.35,0,0,2.32613636363636,0,"United Kingdom","0",172,0.95,0.06,0.14,273
9,6,15,1410,156.666666666667,-210,159,28.1111111111111,21,3.83333333333333,3143.52,-509.98,2633.54,2.22944680851064,2.42847619047619,"United Kingdom","1",7,0.11,0.98,0.95,3854.76
2,0,2,507,253.5,0,139,83,0,0,645.2,0,0,1.27258382642998,0,"United Kingdom","1",64,0.59,0.46,0.14,3970.44
2,1,3,262,131,-1,99,57,1,1,501.67,-9.95,491.72,1.91477099236641,9.95,"United Kingdom","1",107,0.78,0.65,0.79,484.83
2,0,2,191,95.5,0,54,31,0,0,468.01,0,0,2.45031413612565,0,"United Kingdom","0",40,0.42,0.46,0.14,391.7
4,3,7,7003,1750.75,-95,87,32.25,16,5.66666666666667,12940.51,-238.66,12701.85,1.84785234899329,2.51221052631579,"Japan","0",35,0.41,0.91,1,8322.16
4,0,4,317,79.25,0,46,13.25,0,0,563.82,0,0,1.7786119873817,0,"United Kingdom","0",50,0.51,0.76,0.14,352.31
4,0,4,414,103.5,0,133,35.25,0,0,741.05,0,0,1.78997584541063,0,"United Kingdom","1",51,0.52,0.77,0.14,596.13
1,0,1,87,87,0,33,34,0,0,167.09,0,0,1.92057471264368,0,"United Kingdom","0",170,0.94,0.06,0.14,633.58
1,0,1,1728,1728,0,1,1,0,0,293.76,0,0,0.17,0,"United Kingdom","0",170,0.94,0.06,0.14,49.47
2,0,2,130,65,0,57,32,0,0,226.71,0,0,1.74392307692308,0,"United Kingdom","0",64,0.6,0.46,0.14,108.32
4,1,5,628,157,-2,92,35.25,2,2,1214.65,-11.6,1203.05,1.93415605095541,5.8,"United Kingdom","1",58,0.56,0.84,0.88,347.75
11,3,14,2290,208.181818181818,-17,150,19.9090909090909,12,4.66666666666667,3732.87,-34.2,3698.67,1.63007423580786,2.01176470588235,"United Kingdom","1",9,0.14,0.98,0.97,2463.64
2,0,2,270,135,0,140,82.5,0,0,493.44,0,0,1.82755555555556,0,"United Kingdom","1",23,0.32,0.46,0.14,708.07
3,2,5,710,236.666666666667,-27,33,12,5,2.5,1424.44,-198.65,1225.79,2.00625352112676,7.35740740740741,"United Kingdom","1",110,0.8,0.84,0.88,1049.79
7,0,7,1601,228.714285714286,0,199,40.8571428571429,0,0,2383.13,0,0,1.48852592129919,0,"United Kingdom","1",2,0.03,0.91,0.14,2527.47
2,0,2,1101,550.5,0,245,136,0,0,1775.42,0,0,1.61255222524977,0,"United Kingdom","1",70,0.63,0.46,0.14,1299
2,0,2,198,99,0,31,17,0,0,337.44,0,0,1.70424242424242,0,"United Kingdom","0",89,0.71,0.46,0.14,256.6
11,4,15,1354,123.090909090909,-8,130,20.8181818181818,6,1.75,4455.73,-60.9,4394.83,3.29079025110783,7.6125,"United Kingdom","1",15,0.23,0.98,0.98,3169.05
4,0,4,1248,312,0,19,7.25,0,0,3327.48,0,0,2.66625,0,"United Kingdom","0",65,0.6,0.77,0.14,973.74
1,0,1,48,48,0,1,1,0,0,204,0,0,4.25,0,"United Kingdom","0",170,0.94,0.06,0.15,1581.15
2,0,2,235,117.5,0,48,27.5,0,0,625.48,0,0,2.6616170212766,0,"United Kingdom","0",56,0.55,0.46,0.15,304.8
5,2,7,1336,267.2,-6,319,79.6,3,1.5,3159.86,-45.44,3114.42,2.36516467065868,7.57333333333333,"United Kingdom","1",12,0.18,0.91,0.96,2658.07
5,0,5,18,3.6,0,17,3.4,0,0,60.82,0,0,3.37888888888889,0,"United Kingdom","0",33,0.4,0.84,0.15,9.2
3,1,4,1680,560,-1,137,47.6666666666667,1,1,2087.75,-10.95,2076.8,1.24270833333333,10.95,"United Kingdom","1",57,0.55,0.77,0.93,1307.29
6,1,7,2835,472.5,-6,125,30.8333333333333,1,1,6144.53,-65.7,6078.83,2.16738271604938,10.95,"Spain","1",0,0.01,0.91,0.99,7230.21
4,1,5,1868,467,-64,15,4.75,1,2,3741.88,-380.8,3361.08,2.003147751606,5.95,"United Kingdom","0",4,0.03,0.84,0.96,2721.96
1,0,1,56,56,0,6,6,0,0,103.5,0,0,1.84821428571429,0,"United Kingdom","0",169,0.94,0.06,0.15,150.6
1,1,2,220,220,-2,23,23,2,2,777.56,-7.2,770.36,3.53436363636364,3.6,"United Kingdom","1",124,0.84,0.46,0.83,1537.09
3,2,5,1863,621,-16,140,48.6666666666667,3,1.5,2362.44,-55.3,2307.14,1.26808373590982,3.45625,"United Kingdom","1",28,0.38,0.84,0.93,3513.02
4,0,4,901,225.25,0,58,18,0,0,1246.82,0,0,1.3838179800222,0,"United Kingdom","0",22,0.31,0.77,0.15,2618.44
1,0,1,70,70,0,13,14,0,0,166.22,0,0,2.37457142857143,0,"United Kingdom","0",169,0.94,0.06,0.15,1791.1
6,0,6,580,96.6666666666667,0,69,14.5,0,0,1584.39,0,0,2.73170689655172,0,"United Kingdom","1",12,0.18,0.88,0.15,1384.73
5,2,7,1506,301.2,-22,40,9.2,4,2,1895.17,-55.05,1840.12,1.25841301460823,2.50227272727273,"United Kingdom","0",13,0.2,0.91,0.92,3310.15
2,0,2,513,256.5,0,5,2.5,0,0,341.45,0,0,0.665594541910331,0,"United Kingdom","0",84,0.69,0.46,0.15,201.6
1,0,1,836,836,0,53,54,0,0,1101.77,0,0,1.31790669856459,0,"United Kingdom","0",169,0.94,0.06,0.15,902.53
5,0,5,1589,317.8,0,227,72.6,0,0,3620.85,0,0,2.27869729389553,0,"United Kingdom","1",13,0.21,0.84,0.15,2840.94
5,1,6,645,129,-2,168,47.6,2,2,1319.56,-15.7,1303.86,2.04582945736434,7.85,"United Kingdom","0",23,0.33,0.88,0.89,1774.36
6,1,7,751,125.166666666667,-3,146,29.3333333333333,2,2,1387.23,-29.85,1357.38,1.84717709720373,9.95,"United Kingdom","1",50,0.51,0.91,0.89,1651.94
2,1,3,899,449.5,-5,75,39,1,1,1877.55,-10.5,1867.05,2.0884872080089,2.1,"United Kingdom","1",11,0.16,0.66,0.92,1206.72
4,0,4,512,128,0,71,24.25,0,0,777.16,0,0,1.517890625,0,"United Kingdom","0",4,0.05,0.77,0.15,581.58
2,2,4,511,255.5,-3,58,35,3,1.5,1235.13,-32.15,1202.98,2.41708414872798,10.7166666666667,"United Kingdom","1",90,0.72,0.77,0.88,1749.36
6,0,6,1411,235.166666666667,0,335,65.8333333333333,0,0,1998.84,0,0,1.41661233167966,0,"United Kingdom","1",9,0.15,0.88,0.15,1925.93
2,0,2,208,104,0,50,29.5,0,0,488.31,0,0,2.34764423076923,0,"United Kingdom","0",40,0.43,0.46,0.15,223.48
5,5,10,828,165.6,-13,71,17,7,2,2445.1,-92.65,2352.45,2.9530193236715,7.12692307692308,"Germany","1",11,0.15,0.96,0.94,4194.13
2,0,2,303,151.5,0,23,12.5,0,0,469.35,0,0,1.5490099009901,0,"United Kingdom","0",116,0.81,0.46,0.15,1384.71
3,0,3,367,122.333333333333,0,63,23,0,0,400.1,0,0,1.09019073569482,0,"United Kingdom","0",7,0.11,0.66,0.15,-27.6
1,0,1,39,39,0,7,7,0,0,92.14,0,0,2.3625641025641,0,"United Kingdom","0",169,0.94,0.06,0.15,326.26
1,0,1,131,131,0,7,7,0,0,125.2,0,0,0.955725190839695,0,"United Kingdom","0",169,0.94,0.06,0.15,103
11,1,12,2302,209.272727272727,-3,119,14.6363636363636,1,1,5026.37,-17.85,5008.52,2.18347958297133,5.95,"United Kingdom","1",18,0.25,0.97,0.98,13565.16
1,0,1,46,46,0,2,2,0,0,110.7,0,0,2.40652173913043,0,"United Kingdom","0",169,0.94,0.06,0.15,984.72
4,1,5,757,189.25,-14,40,11.75,2,2,1189.87,-48.3,1141.57,1.57182298546896,3.45,"United Kingdom","1",43,0.45,0.84,0.87,2963.5
7,1,8,2473,353.285714285714,-3,17,5.57142857142857,1,1,3798.99,-32.85,3766.14,1.53618681763041,10.95,"United Kingdom","1",11,0.15,0.93,0.97,3306.66
2,2,4,1794,897,-41,45,24,3,1.5,3131.06,-168.15,2962.91,1.74529542920847,4.10121951219512,"United Kingdom","1",62,0.58,0.77,0.95,943.36
2,0,2,352,176,0,99,50,0,0,432.43,0,0,1.22849431818182,0,"United Kingdom","0",35,0.41,0.46,0.15,176.87
6,3,9,652,108.666666666667,-23,50,11.3333333333333,7,2.66666666666667,1270.72,-54.75,1215.97,1.94895705521472,2.3804347826087,"United Kingdom","1",12,0.19,0.95,0.88,1322.75
0,1,1,0,0,-1,0,0,1,1,0,-1.25,0,0,1.25,"United Kingdom","0",168,0.93,0.06,0.15,439.71
3,2,5,887,295.666666666667,-4,44,18,3,1.5,1473.23,-45.15,1428.08,1.66091319052988,11.2875,"United Kingdom","0",13,0.2,0.84,0.9,2194.87
4,0,4,309,77.25,0,95,27.5,0,0,753.73,0,0,2.43925566343042,0,"United Kingdom","0",44,0.46,0.77,0.15,1090.1
1,2,3,77,77,-21,16,16,4,2,286.25,-40.95,245.3,3.71753246753247,1.95,"Australia","0",57,0.55,0.66,0.72,519.89
5,3,8,1696,339.2,-16,119,28.4,5,1.66666666666667,3179.66,-38.1,3141.56,1.87479952830189,2.38125,"United Kingdom","1",26,0.36,0.93,0.96,3865.02
1,1,2,190,190,-4,17,17,1,1,304.5,-15.8,288.7,1.60263157894737,3.95,"United Kingdom","0",168,0.94,0.46,0.74,766.99
6,0,6,678,113,0,31,12,0,0,1139.4,0,0,1.68053097345133,0,"United Kingdom","1",25,0.34,0.88,0.16,2343.34
1,0,1,384,384,0,17,17,0,0,337.98,0,0,0.88015625,0,"United Kingdom","0",168,0.93,0.07,0.16,979.64
8,1,9,2538,317.25,-168,123,19.5,7,7,2670.23,-70.56,2599.67,1.05210007880221,0.42,"United Kingdom","0",7,0.1,0.95,0.94,3541.43
2,0,2,71,35.5,0,31,20.5,0,0,229.15,0,0,3.22746478873239,0,"United Kingdom","0",63,0.59,0.47,0.16,272.13
5,0,5,1603,320.6,0,74,26,0,0,2719.2,0,0,1.69631940112289,0,"United Kingdom","0",11,0.15,0.84,0.16,3006.27
6,0,6,509,84.8333333333333,0,53,10.5,0,0,883.21,0,0,1.73518664047151,0,"United Kingdom","0",6,0.09,0.88,0.16,1202.44
8,7,15,1612,201.5,-32,25,5.875,7,1.57142857142857,2615.68,-64.6,2551.08,1.62263027295285,2.01875,"United Kingdom","0",70,0.63,0.98,0.94,2362.24
3,0,3,1972,657.333333333333,0,125,46,0,0,2802.66,0,0,1.42122718052738,0,"Cyprus","1",82,0.68,0.66,0.16,739.28
3,0,3,1972,657.333333333333,0,125,46,0,0,2802.66,0,0,1.42122718052738,0,"Austria","1",82,0.68,0.66,0.16,739.28
26,0,26,32416,1246.76923076923,0,480,30.5769230769231,0,0,26808.63,0,0,0.827018447680158,0,"United Kingdom","1",27,0.37,1,0.16,24053.81
2,0,2,461,230.5,0,36,19.5,0,0,698.55,0,0,1.51529284164859,0,"United Kingdom","1",40,0.43,0.47,0.16,568.42
5,2,7,1097,219.4,-7,154,47,7,3.5,2365.8,-30.05,2335.75,2.15660893345488,4.29285714285714,"United Kingdom","1",6,0.08,0.91,0.94,3431.1
2,0,2,139,69.5,0,37,20.5,0,0,347.55,0,0,2.50035971223022,0,"United Kingdom","0",15,0.23,0.47,0.16,923.51
3,0,3,353,117.666666666667,0,29,10.3333333333333,0,0,484.83,0,0,1.37345609065156,0,"United Kingdom","0",102,0.77,0.66,0.16,759.76
6,2,8,14852,2475.33333333333,-384,64,15.1666666666667,2,1,13853.62,-1368,12485.62,0.932778077026663,3.5625,"Sweden","0",19,0.27,0.93,1,17815.2
